Image ID,Label,correct_obj+context,context,correct_obj
367386,couch,A living room with some empty couches in it ,A living room with some empty  in it ,couches
319100,couch,A woman and a man sitting on a couch next to each other.,A woman and a man sitting on a  next to each other.,couch
319100,person,Two people sitting together on a couch playing wii,Two  sitting together on a couch playing wii,people
319100,remote,"A couple sitting on a couch holding Wii remotes.
","A couple sitting on a couch holding Wii .
",remotes
507575,laptop,This computer desk has several laptops and a printer sitting on it.,This computer desk has several  and a printer sitting on it.,laptops
507575,keyboard,a white desk a keyboard two laptops and a printer,a white desk a  two laptops and a printer,keyboard
492758,chair,An older person sitting in a living room chair near a walker.,An older person sitting in a living room  near a walker.,chair
492758,person,An older person sitting in a living room chair near a walker.,An older  sitting in a living room chair near a walker.,person
57760,kite,many people on a beach with a kite flying in the sky,many people on a beach with a  flying in the sky,kite
57760,person,many people on a beach with a kite flying in the sky,many  on a beach with a kite flying in the sky,people
16439,laptop,"A small desk with lamp, phone, and laptop on it.","A small desk with lamp, phone, and  on it.",laptop
43737,clock,A metal clock tower on a sidewalk in front of a bulding.,A metal  tower on a sidewalk in front of a bulding.,clock
292225,person,Two people are playing tennis in an outside court.,Two  are playing tennis in an outside court.,people
504389,person,a couple of people that are playing in a field,a couple of  that are playing in a field,people
504389,tennis racket,Two people in shorts are playing with tennis rackets on a grassy field.,Two people in shorts are playing with  on a grassy field.,tennis rackets
411774,tennis racket,A woman wearing glasses holding a tennis racket. ,A woman wearing glasses holding a . ,tennis racket
181499,person,A person with a disk in their hand in front of a laptop. ,A  with a disk in their hand in front of a laptop. ,person
181499,laptop,A hand is holding a cd by a laptop computer.,A hand is holding a cd by a  computer.,laptop
192191,pizza,A frozen pizza is coming out of an oven.,A frozen  is coming out of an oven.,pizza
192191,oven,A frozen pizza is coming out of an oven.,A frozen pizza is coming out of an .,oven
433192,bed,A laptop that is sitting on a bed.,A laptop that is sitting on a .,bed
433192,laptop,A laptop that is sitting on a bed.,A  that is sitting on a bed.,laptop
506933,cell phone,a man holding a cell phone that is powered on ,a man holding a  that is powered on ,cell phone
1296,cell phone,A woman checking her cell phone with a hello kitty case.,A woman checking her  with a hello kitty case.,cell phone
444275,microwave,A microwave oven sitting next to a device near a fence.,A  oven sitting next to a device near a fence.,microwave
512248,clock,A clock is shown on the side of a sign.,A  is shown on the side of a sign.,clock
117492,person,"A group of people, mostly children, are gathering around a tent.","A group of , mostly children, are gathering around a tent.",people
145591,clock,A clock is next to palm trees and a high rise.,A  is next to palm trees and a high rise.,clock
376322,person,A group of people are reading a menu at the table,A group of  are reading a menu at the table,people
379476,wine glass,A long tunnel with a long table with lots of seats and candles next to wine glasses.,A long tunnel with a long table with lots of seats and candles next to .,wine glasses
68833,tv,"Look in the kitchen shows refrigerator, sink, tv and a microwave","Look in the kitchen shows refrigerator, sink,  and a microwave",tv
68833,chair,A counter and some chairs in a small room.,A counter and some  in a small room.,chairs
68833,refrigerator,"Look in the kitchen shows refrigerator, sink, tv and a microwave","Look in the kitchen shows , sink, tv and a microwave",refrigerator
68833,microwave,A kitchen with lots of cupboard space and a microwave oven.,A kitchen with lots of cupboard space and a  oven.,microwave
68833,sink,"Look in the kitchen shows refrigerator, sink, tv and a microwave","Look in the kitchen shows refrigerator, , tv and a microwave",sink
211825,cake,A man blowing out candles on a cake.,A man blowing out candles on a .,cake
229311,sink,A stainless steel kitchen sink on a black granite countertop.,A stainless steel kitchen  on a black granite countertop.,sink
351609,bowl,A bowl full of oranges that have been peeled.,A  full of oranges that have been peeled.,bowl
351609,orange,a bunch of already peeled oranges grouped together ,a bunch of already peeled  grouped together ,oranges
368900,tv,A cluttered room filled with a tv and a kitchen. ,A cluttered room filled with a  and a kitchen. ,tv
384808,sink,A bathroom sink sitting under a bathroom mirror.,A bathroom  sitting under a bathroom mirror.,sink
291634,bicycle,One bicycle is parked next to many motorcycles.,One  is parked next to many motorcycles.,bicycle
291634,motorcycle,One bicycle is parked next to many motorcycles.,One bicycle is parked next to many .,motorcycles
222094,stop sign,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot ,Road is littered with old cars and some wrecked trucks with a lone red and white  at a grassy lot ,stop sign
222094,car,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot ,Road is littered with old  and some wrecked trucks with a lone red and white stop sign at a grassy lot ,cars
222094,truck,Road is littered with old cars and some wrecked trucks with a lone red and white stop sign at a grassy lot ,Road is littered with old cars and some wrecked  with a lone red and white stop sign at a grassy lot ,trucks
329614,car,A bus and other cars are traveling on a street.,A bus and other  are traveling on a street.,cars
329614,bus,a double deckered bus on a city street,a double deckered  on a city street,bus
89761,toilet,A toilet seat behind a tree in the open outdoor.,A  seat behind a tree in the open outdoor.,toilet
267351,clock,A large clock tower is yellow and white.,A large  tower is yellow and white.,clock
435003,laptop,A laptop computer sitting on a desk next to a desktop monitor.,A  computer sitting on a desk next to a desktop monitor.,laptop
131138,cup,a desk with a cup plate laptop monitor and keyboard,a desk with a  plate laptop monitor and keyboard,cup
131138,laptop,a desk with a cup plate laptop monitor and keyboard,a desk with a cup plate  monitor and keyboard,laptop
131138,keyboard,a desk with a cup plate laptop monitor and keyboard,a desk with a cup plate laptop monitor and ,keyboard
131138,mouse,"A laptop sitting next to a monitor, keyboard and a mouse.","A laptop sitting next to a monitor, keyboard and a .",mouse
248314,laptop,There is a plate full of food in front of the laptop.,There is a plate full of food in front of the .,laptop
508482,train,The open doors of a public transport train.,The open doors of a public transport .,train
46378,bird,A cat eating a bird it has caught.,A cat eating a  it has caught.,bird
46378,cat,A cat eating a bird it has caught.,A  eating a bird it has caught.,cat
129135,train,"A passenger train is yellow and blue, and stands at a station.","A passenger  is yellow and blue, and stands at a station.",train
129135,bench,Yellow Train stopped at the station in front of a bench.  ,Yellow Train stopped at the station in front of a .  ,bench
